标准答案	谜题（emoji）	LLM输出成语	LLM是否正确	成语中有几个谐音
信誓旦旦	🌶️⏱️🌅🌅	指日可待	0	2
人多嘴杂	🧑🫣👄🤹	掩耳盗铃	0	1
人多嘴杂	🕴️🫣👄🤹	掩耳盗铃	0	1
人多嘴杂	👤🫣👄🤹	自欺欺人	0	1
人多嘴杂	🧑🫣🥴🤹	掩人耳目	0	2
人多嘴杂	🧑‍💼🫣🥴🤹	装聋作哑	0	2
人多嘴杂	🕴️🫣🥴🤹	出神入化	0	2
人山人海	🧑🏔️🧑‍💼🌊	高山流水	0	0
人山人海	🧍🌋🧍🌊	人山人海	1	0
人山人海	🚶‍♂️🗻🧍🏝️	人山人海	1	0
人山人海	👤⚡👤🏝️	人山人海	1	1
人山人海	🥷🗻👤🌊	高山流水	0	1
人山人海	🔪🗻👤🏝️	刀山火海	0	1
人山人海	👩‍🍳🪭🕴️🌊	庖丁解牛	0	2
人山人海	👤✴️🧍☣️	人财两失	0	2
人山人海	👩‍🍳🏔️🧍🦴	庖丁解牛	0	2
叹为观止	😮‍💨‼️🔭⛔	望而却步	0	1
叹为观止	😮‍💨‼️🔭🙅‍♂️	望而却步	0	1
叹为观止	❗💂‍♂️🔭❌	见微知著	0	1
叹为观止	❕‼️🏆🙅	大惊小怪	0	2
叹为观止	❕‼️🏩⛔	大惊小怪	0	2
叹为观止	❕💂‍♂️🔭🧻	大惊小怪	0	2
破罐破摔	👩‍🦳⚱️🫗🤼	白发苍苍	0	2
破罐破摔	🫗⚱️🫗🤼	倾国倾城	0	2
破罐破摔	👩‍🦳🥫👩🏻‍🦳🤼‍♂️	老奸巨猾	0	2
情景交融	🩷🖼️🚌🧸	爱屋及乌	0	1
情景交融	💘🖼️🚌🧸	心心相印	0	1
情景交融	💕🖼️🚌🌋	画龙点睛	0	1
情景交融	💗🖼️📐🌋	心旷神怡	0	2
情景交融	💓‼️🚌🌋	心潮澎湃	0	2
情景交融	🍾🖼️🚌🌋	瓶镜车山	0	2
号啕大哭	📯🌊🤜🥲	吹弹可破	0	2
号啕大哭	📯🌊🥊😭	号啕大哭	1	2
号啕大哭	📯🏺🤼‍♂️🥺	吹毛求疵	0	2
龇牙咧嘴	💵🦷🔥👄	见钱眼开	0	2
龇牙咧嘴	🪻🦷🔥👄	口若悬河	0	2
龇牙咧嘴	🪻🦷👎👄	兰心蕙质	0	2
沧海一粟	🫣🌊☝️⏩	望眼欲穿	0	2
沧海一粟	🫣🏝️1️⃣⏩	掩耳盗铃	0	2
沧海一粟	🫣🏝️1️⃣🔜	掩耳盗铃	0	2
只手遮天	⏸️🫳🙈👼	按兵不动	0	1
只手遮天	🔖👋⛅👼	纸上谈兵	0	1
只手遮天	☝️👋🙈👼	一手遮天	0	1
只手遮天	⏸️👐🙈👅	按兵不动	0	2
只手遮天	⏸️🫲🙈🍨	按兵不动	0	2
只手遮天	⏸️👨‍🏫🙈👼	按兵不动	0	2
原封不动	⚛️🏔️🙅‍♂️🥶	道貌岸然	0	2
原封不动	⚛️🐝🙅‍♂️☃️	不可思议	0	2
原封不动	⚛️🍂🙅☃️	化险为夷	0	2
电闪雷鸣	☎️💫💣🔆	电光火石	0	1
电闪雷鸣	⚡⚡💣🔅	雷霆万钧	0	1
电闪雷鸣	⚡⚡⚡🔦	雷厉风行	0	1
电闪雷鸣	🍪✨🌩️🔦	曲径通幽	0	2
电闪雷鸣	🍪✴️💣📇	投石问路	0	2
电闪雷鸣	🍪⚡🌩️🥃	曲意逢迎	0	2
以一当十	⛑️1️⃣🗂️✝️	救死扶伤	0	2
以一当十	1️⃣☝️🔔🤞	一鸣惊人	0	2
以一当十	1️⃣1️⃣🔔➕	一鸣惊人	0	2
乘胜追击	✖️✌️🏃‍♀️‍➡️🤺	不二法门	0	0
乘胜追击	✖️✌️🏃‍♀️‍➡️🤜	不约而同	0	0
乘胜追击	✖️✌️🏃‍♀️‍➡️🤛	不二法门	0	0
乘胜追击	✖️🔼🏃‍♀️‍➡️🤺	不胫而走	0	1
乘胜追击	✖️🎅🏃‍♀️‍➡️👊	不速之客	0	1
乘胜追击	🏙️✌️🏃‍♀️‍➡️⚔️	城下之盟	0	1
乘胜追击	⚖️✌️🏃‍♀️‍➡️📹	权衡利弊	0	2
乘胜追击	♎🔼🏃‍♀️‍➡️🤺	权衡轻重	0	2
乘胜追击	♎✌️🏃‍♀️‍➡️📙	权衡利弊	0	2
千方百计	🏦♦️💯🧮	精打细算	0	1
千方百计	👫◽💯🧮	举一反三	0	1
千方百计	💳♦️💯🧮	精打细算	0	1
千方百计	⏩♦️💯👨‍🦽	快马加鞭	0	2
千方百计	🏧◽🧎🧮	按图索骥	0	2
千方百计	🏷️⏯️💯🧮	标新立异	0	2
搬弄是非	👬🧑‍🌾✅❌	人多势众	0	2
搬弄是非	🛹👨‍🌾☑️❎	半推半就	0	2
搬弄是非	👬👩‍🌾☑️❎	男女有别	0	2
正襟危坐	☑️❎‼️🧘‍♀️	是非分明	0	1
正襟危坐	☑️🏅🆘🧘	金榜题名	0	1
正襟危坐	☑️❌⚠️💺	对号入座	0	1
正襟危坐	☑️⏭️👅🧘	一知半解	0	2
正襟危坐	☑️⏩🚾🧘‍♂️	事半功倍	0	2
正襟危坐	☑️🏆❗🫲	当之无愧	0	2
不落俗套	🙅‍♀️⬇️⏩🧤	不约而同	0	1
不落俗套	🙅‍♂️🌄🔜🧤	不可捉摸	0	1
不落俗套	🙅‍♀️⬇🏩🧤	不约而同	0	1
不落俗套	🙅⏬🔜🏺	不可救药	0	2
不落俗套	🙅‍♀️🪛🏩🧤	不可救药	0	2
不落俗套	🙅🍂🔜🌊	落花流水	0	2
相持不下	📷📐🙅‍♀️⬇️	相机行事	0	1
相持不下	📷🏎️🙅⏬	相机行事	0	1
相持不下	📷😬🙅‍♀️⬇	相由心生	0	1
相持不下	✈️🪽🙅‍♂️🔽	飞黄腾达	0	2
相持不下	📷🐎🙅‍♀️🦸‍♀️	拍案惊奇	0	2
相持不下	📷🏎️👣⏬	拍马屁下	0	2
替天行道	🛝👼🦿🛣️	滑天下之	0	1
替天行道	🪜👼🆗🛣️	登峰造极	0	1
替天行道	💇‍♀️👼🆗☯️	头头是道	0	1
替天行道	🛝👼*️⃣☯️	溜须拍马	0	2
替天行道	💇‍♀️👼🚶🏝️	削发明志	0	2
替天行道	💇🍨🚶‍♂️🛣️	削足适履	0	2
别出心裁	📎➗😘✂️	分道扬镳	0	1
别出心裁	📎➗🧡✂️	断章取义	0	1
别出心裁	📎🧑‍🍳🧡✂️	心领神会	0	1
别出心裁	📎➗🧡🥬	别出心裁	1	2
别出心裁	📎🐣💵✂️	削足适履	0	2
别出心裁	📎➗💘🥬	见异思迁	0	2
造化弄人	🏗️🌹🧑‍🌾🕴️	移花接木	0	2
造化弄人	🏗️⛸️🧑‍🌾👤	见仁见智	0	2
造化弄人	🏗️☎️👨‍🌾🧍	建瓴高屋	0	2
虎口拔牙	🐯👄🎺🦷	虎口拔牙	1	1
虎口拔牙	🐯👄🚍🦷	虎口拔牙	1	1
虎口拔牙	🐯👄🩰🦷	虎口拔牙	1	1
虎口拔牙	🪸👄🚌🦷	口若悬河	0	2
虎口拔牙	🫖👄🚍🦷	茶余饭后	0	2
虎口拔牙	🐯👄🚎🌱	狐假虎威	0	2
明目张胆	☀️👀🩼🍳	日复一日	0	2
明目张胆	☀️👀🪳🌅	朝三暮四	0	2
明目张胆	☀️👁️👏🤶	一目了然	0	2
现身说法	🧵🆔🗣️⚖️	千真万确	0	1
现身说法	🧚‍♂️🆔🗯️👩‍⚖️	仙风道骨	0	1
现身说法	❗🆔🗯️👩‍⚖️	实事求是	0	1
现身说法	🧝🆔🗯️💈	异口同声	0	2
现身说法	⚠️🆔👨‍🎓🧙	未卜先知	0	2
现身说法	🧚🆔🗣️🪓	自言自语	0	2
回头是岸	↪️🧠✅💆‍♀️	回头是岸	1	1
回头是岸	◀️👳‍♂️✅💆	回头是岸	1	1
回头是岸	⏪👳‍♂️✅💆‍♀️	返老还童	0	1
回头是岸	👩‍🎨👳‍♂️☑️🖱️	画龙点睛	0	2
回头是岸	☄️🧠✅💆‍♂️	恍然大悟	0	2
回头是岸	↩️👳‍♂️🍅💆	回头是岸	1	2
独一无二	☣️1️⃣🧙‍♂️🥈	独一无二	1	2
独一无二	☣️☝️🏠🥈	危在旦夕	0	2
独一无二	☣️1️⃣🤸2️⃣	危在旦夕	0	2
清廉正直	🆑⛓️☑️❎	刻不容缓	0	2
清廉正直	🆑⛓️➕📑	刻舟求剑	0	2
清廉正直	🆑♥️➕🔖	刻骨铭心	0	2
嫌贫爱富	🎻🧩💖💵	琴棋书画	0	2
嫌贫爱富	❗🧩♥️💵	一见钟情	0	2
嫌贫爱富	⚠️🧩🧡💵	小心翼翼	0	2
易如翻掌	❓🍼🤸‍♀️🖐️	投石问路	0	2
易如翻掌	☝️👩‍🍼🤸‍♀️👐	一手遮天	0	2
易如翻掌	1️⃣🥛🤸‍♀️🖐️	乳臭未干	0	2
死灰复燃	⚰️🩶🔃🔥	死灰复燃	1	0
死灰复燃	💀🩶🔃🔥	死灰复燃	1	0
死灰复燃	🧟‍♂️🩶🔄🔥	死灰复燃	1	0
死灰复燃	💀🔄🔄🔥	死灰复燃	1	1
死灰复燃	🧟‍♂️🩶📿🔥	行尸走肉	0	1
死灰复燃	🧟‍♂️🏌️‍♀️🔄🔥	死灰复燃	1	1
死灰复燃	⛩️🩶🥻🔥	古色古香	0	2
死灰复燃	⛩️🏌️‍♂️↔️🔥	东山再起	0	2
死灰复燃	⚰️⏪🎽🔥	死灰复燃	1	2
一如既往	1️⃣🪱🐓↔️	以卵击石	0	2
一如既往	1️⃣🥛🥊↔️	杯水车薪	0	2
一如既往	1️⃣🪱🔖↔️	画龙点睛	0	2
感同身受	🥹🟰🆔🖐️	情不自禁	0	1
感同身受	🥹🟰🆔🫳	握发吐哺	0	1
感同身受	🥹🟰🆔🍣	感同身受	1	1
感同身受	🥹💔🆔👋	痛心疾首	0	2
感同身受	🥹👦🆔🦾	忍辱负重	0	2
感同身受	🥹🤕🆔🦖	痛心疾首	0	2
司空见惯	⚰️🅾️👁️🏩	死要面子	0	2
司空见惯	4️⃣🈳👁️🔭	四大皆空	0	2
司空见惯	4️⃣🈳👁️📴	四大皆空	0	2
天衣无缝	👼🎽🧙🧵	天衣无缝	1	1
天衣无缝	👼👘⚔️🧵	天衣无缝	1	1
天衣无缝	👼👚5️⃣🧵	天衣无缝	1	1
天衣无缝	🍨🎽🕺🧵	冰清玉洁	0	2
天衣无缝	👼1️⃣🖐️🪡	天衣无缝	1	2
天衣无缝	👼🎽❌🍂	天衣无缝	1	2
困兽犹斗	😪🦖👶🤼‍♂️	困龙得水	0	1
困兽犹斗	😪🦖🏊‍♀️🥊	昏昏欲睡	0	1
困兽犹斗	😪🦖👉🥊	困兽犹斗	1	1
困兽犹斗	💤🍣⛽⚔️	卧薪尝胆	0	2
困兽犹斗	😪🦖👫🥔	困龙得水	0	2
困兽犹斗	💤🦖📭🫘	昏昏欲睡	0	2
东奔西走	☃️🏃😃🥾	雪中送炭	0	2
东奔西走	☃️🏃🤭🚶‍♀️	雪中送炭	0	2
东奔西走	☃️🏃🪢🚶‍♂️	雪上加霜	0	2
甜酸苦辣	😋🍋😖🫑	酸甜苦辣	0	0
甜酸苦辣	🍭🍋😖🫑	酸甜苦辣	0	0
甜酸苦辣	🍩🍋😖🌶️	酸甜苦辣	0	0
甜酸苦辣	😋🧄😖🫑	酸甜苦辣	0	1
甜酸苦辣	😋🍋🥹🌶️	酸甜苦辣	0	1
甜酸苦辣	🍭🍋😫🗑️	酸甜苦辣	0	1
甜酸苦辣	👅🧄😖🌶️	口舌之争	0	2
甜酸苦辣	🍩🧄🥲🌶️	甜酸苦辣	1	2
甜酸苦辣	👼🍋🩲🫑	天作之合	0	2
七零八落	7️⃣0️⃣8️⃣🌄	乱七八糟	0	0
七零八落	7️⃣🅾️8️⃣🔽	七零八落	1	0
七零八落	7️⃣🅾️8️⃣🍂	七零八落	1	0
七零八落	7️⃣0️⃣🎺⬇	七零八落	1	1
七零八落	🏇0️⃣8️⃣🛬	马到成功	0	1
七零八落	7️⃣0️⃣🚎🍂	七零八落	1	1
七零八落	♟️🅾️🎯⬇️	旗开得胜	0	2
七零八落	7️⃣🧝‍♂️8️⃣🐚	七上八下	0	2
七零八落	♟️🧝‍♂️8️⃣🌄	棋逢对手	0	2
天灾人祸	👼🤠👤🌋	人山人海	0	2
天灾人祸	👼🤠🧍🔥	卧薪尝胆	0	2
天灾人祸	👼🤠🕴️🔥	神出鬼没	0	2
乐此不疲	😂🌵🙅‍♂️😪	哭笑不得	0	1
乐此不疲	😂🧲🙅😪	哭笑不得	0	1
乐此不疲	🎊🦔🙅‍♂️😪	欢天喜地	0	1
乐此不疲	🎮🗡️🙅🪓	玩物丧志	0	2
乐此不疲	🎻🦔🚶‍♂️😪	弦外之音	0	2
乐此不疲	🎻🌵🙅‍♂️🍺	对牛弹琴	0	2
发奋图强	💈🤬🖼️👍	理发图强	0	1
发奋图强	💈🤬🧩🦾	理发拼图	0	1
发奋图强	💇😤🧩🦾	发愤图强	0	1
发奋图强	👩‍⚖️➗🗺️🆒	法外开恩	0	2
发奋图强	💇💩👨‍🦲👍	剃头挑子	0	2
发奋图强	⚖️💢🧩🦾	权衡利弊	0	2
破涕为笑	👩‍🦳🤧❗😂	老生常谈	0	2
破涕为笑	👩‍🦳🤧❗😜	老奸巨猾	0	2
破涕为笑	👩‍🦳🤧💂😬	老气横秋	0	2
烟消云散	🚬🧑‍🚒☁️3️⃣	吞云吐雾	0	1
烟消云散	🌫️🧑‍🚒☁️🪂	雾里看花	0	1
烟消云散	🌫️🧑‍🚒☁️🥉	烟消云散	1	1
烟消云散	🚬😊☁️🌂	吞云吐雾	0	2
烟消云散	🚬😁☁️🪂	吞云吐雾	0	2
烟消云散	👨‍🔬🧑‍🚒☁️3️⃣	人浮于事	0	2
下落不明	👇⬇️🙅‍♀️🌞	天下太平	0	0
下落不明	👇🛬🙅‍♂️☀️	下落不明	1	0
下落不明	⬇️🍂🙅‍♂️🕯️	下落不明	1	0
下落不明	🍤🌄🙅‍♂️🕯️	虾扯淡	0	1
下落不明	⤵️🔩🙅‍♀️☀️	下不为例	0	1
下落不明	⏬🌄🙅‍♀️📇	每况愈下	0	1
下落不明	⏬🪛🚶‍♂️🌞	每况愈下	0	2
下落不明	⏬🐫🙅‍♂️📇	每况愈下	0	2
下落不明	⤵️🛬🚶🥃	下落不明	1	2
叫苦不迭	📢😫🙅‍♀️🦋	声东击西	0	1
叫苦不迭	📢😖🙅‍♀️🛸	大呼小叫	0	1
叫苦不迭	📢😫🙅‍♀️💿	声嘶力竭	0	1
叫苦不迭	📢🍂🙅‍♀️📉	声名狼藉	0	2
叫苦不迭	🍌😫🙅🦋	望眼欲穿	0	2
叫苦不迭	📢😫🚶‍♂️💽	声嘶力竭	0	2
字正腔圆	✒️☑️🔫⭕	一笔勾销	0	1
字正腔圆	✒️☑️🆒🟠	一笔勾销	0	1
字正腔圆	✒️☑️🦾🥮	笔墨纸砚	0	1
字正腔圆	💵✅🦾🅾️	金玉其外	0	2
字正腔圆	✒️➕🔫🦍	笔走龙蛇	0	2
字正腔圆	🟣☑️🆒🅾️	紫气东来	0	2
打马虎眼	🥊🐎🐯👀	打马虎眼	1	0
打马虎眼	🥊🐴🐯👁️	打马虎眼	1	0
打马虎眼	👊🐴🐯🧿	拳打脚踢	0	0
打马虎眼	🤼‍♀️👨‍💻🐯👁️	文武双全	0	1
打马虎眼	👊🐴🥌🧿	拳打脚踢	0	1
打马虎眼	🤜🎪🐅🔥	打草惊蛇	0	1
打马虎眼	🤜👨‍💻🎀👀	投其所好	0	2
打马虎眼	🤜👨‍💻🔰👁️	握手言和	0	2
打马虎眼	👊🎠🫙👨‍🔬	拳不离手	0	2
眼花缭乱	👁️🌻🗨️😵‍💫	眼花缭乱	1	1
眼花缭乱	👀🍿🗨️😵‍💫	望眼欲穿	0	1
眼花缭乱	👁️🍿👩‍⚕️😵‍💫	眼花缭乱	1	1
眼花缭乱	🧿👨‍🎨👩‍⚕️😵‍💫	眼花缭乱	1	2
眼花缭乱	👨‍🔬🌺🩹😵‍💫	望闻问切	0	2
眼花缭乱	👀🌹🗨️🥚	见仁见智	0	2
一斑窥豹	🥇👭🫣🦭	首屈一指	0	1
一斑窥豹	☝️🔧🫣🦭	一针见血	0	1
一斑窥豹	🥇👬🫣🐆	首当其冲	0	1
一斑窥豹	1️⃣👯‍♀️🫣💥	人山人海	0	2
一斑窥豹	👨‍⚕️👭🫣🦭	医者仁心	0	2
一斑窥豹	⛑️👭🫣🦭	舍己救人	0	2
风驰电掣	🌀🏎️⚡🚃	风驰电掣	1	1
风驰电掣	🌀🏇☎️🚃	风驰电掣	1	1
风驰电掣	🌀🏇🌩️🚌	风驰电掣	1	1
风驰电掣	🌀📏📡🛴	风驰电掣	1	2
风驰电掣	🌀📏📞🛻	转危为安	0	2
风驰电掣	🌀📏📺🚐	转危为安	0	2
手足之情	👋🦿⏸️💝	举手投足	0	1
手足之情	👋🦶📃💗	手足情深	0	1
手足之情	👋🦶🤾‍♂️💕	手足情深	0	1
手足之情	🍣🦶👩‍⚕️💝	寿比南山	0	2
手足之情	🍣🦶🧵♥️	寿比南山	0	2
手足之情	🍣🦶📃💘	寿终正寝	0	2
唉声叹气	☹️📣❗🌬️	愁眉苦脸	0	1
唉声叹气	☹️🎤❕💨	愁眉苦脸	0	1
唉声叹气	☹️🔊😯🎈	悲声叹气	0	1
唉声叹气	☹️⛪😯🎈	悲天悯人	0	2
唉声叹气	☹️🔊🕵️🌫️	愁眉苦脸	0	2
唉声叹气	☹️🔊🏝️😤	愁眉苦脸	0	2
喜从天降	💕🧅👼🪂	心心相印	0	1
喜从天降	😆🧅👼⬇	笑逐颜开	0	1
喜从天降	💕🧅👼🔽	心心相印	0	1
喜从天降	🧖🧅👼🔽	沐猴而冠	0	2
喜从天降	😝🧅👼🪂	鬼迷心窍	0	2
喜从天降	😺🧅👼🥇	猫鼠同眠	0	2
英姿勃发	🇬🇧🟣〰️💈	英姿焕发	0	2
英姿勃发	🇬🇧💵👨‍🎓💇	英姿飒爽	0	2
英姿勃发	🇬🇧🟣🤼‍♀️💇	英姿飒爽	0	2
